ISO3 code,Economy,Indicator code,Indicator name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
LBR,Liberia,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.487,37.2211,35.8257,37.4907,37.4796,37.6801,37.8873,34.4659,35.6643,33.5012,37.3896,35.8707,36.7554,33.8156,38.0506,34.0776,36.951,35.8861,35.345,35.1439,34.5121,37.3319,35.3281,33.3253,34.5732,35.2617,36.3359,34.0022,34.0225,34.7843,35.9793,32.536,35.2672,33.7331,,
LBR,Liberia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2208,4.5943,-0.9009,1.4771,1.3876,-3.3597,-5.0232,1.6428,-3.1185,-4.5701,2.1557,-2.9582,-2.341,4.5263,-4.559,-3.5504,-1.5589,-1.0103,-2.644,-3.3063,3.3653,0.2478,1.0532,-0.7527,0.314,1.9226,-2.9004,0.2524,1.3304,3.4523,4.46,-0.235,2.4369,-7.0851,,
LBR,Liberia,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2515,8.1124,8.3548,8.6959,8.3986,8.5736,9.2692,8.2832,7.9319,9.3821,8.7387,9.4365,8.9072,7.8135,8.798,7.9834,8.4791,8.4375,7.6665,8.0689,9.5779,8.5945,8.3875,9.3818,8.2772,8.4296,8.9707,8.275,8.1021,7.3485,8.0071,8.0023,8.5546,8.1701,,
LBY,Libya,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2319,19.9506,25.0171,22.8053,24.1294,24.1579,18.3794,22.9427,22.5914,20.9999,24.3351,26.9989,18.3698,22.7969,21.5243,24.3094,23.6646,23.2545,25.9949,28.0382,30.2385,23.5866,21.5741,26.4842,28.7368,27.2932,29.0285,25.5149,24.8967,26.4967,25.7547,27.892,28.6554,28.962,,
LBY,Libya,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6958,56.734,57.4229,55.4669,57.4558,57.5793,57.9578,57.9672,58.6328,58.0776,59.6909,59.4162,59.4079,58.9793,60.4396,60.2027,59.6829,60.492,61.2906,61.4786,61.6769,61.6114,62.608,63.0276,62.8772,62.0674,61.9409,62.6022,64.8503,63.7627,65.4885,63.9412,64.0803,64.4781,,
LBY,Libya,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9123,-1.994,-2.0391,-1.841,-1.7746,-1.6078,-1.9532,-1.9435,-1.9937,-1.7661,-1.8034,-2.0064,-2.0095,-1.7869,-1.8552,-1.8102,-2.0071,-2.1265,-2.0062,-1.8187,-1.6479,-1.9527,-1.6281,-1.8016,-2.0684,-1.8755,-1.7975,-2.1922,-1.8239,-1.7605,-1.8533,-1.9086,-1.9219,-1.9289,,
LBY,Libya,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9308,79.5835,79.9099,80.6251,79.5396,78.9911,81.3545,80.6907,79.246,80.7342,79.2151,79.9094,81.1974,78.7492,77.8162,79.2771,77.3696,78.9186,78.8339,75.4793,79.8908,78.7408,80.7077,79.1781,79.8782,80.4799,78.4172,78.5336,76.0945,80.2341,78.0763,76.7062,79.2444,74.7851,,
LBY,Libya,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.098,4.4419,1.0769,0.3764,1.1308,-2.8537,3.9599,1.864,1.4904,1.4995,2.2064,3.8048,2.041,-1.2329,3.61,3.4176,2.685,4.8593,2.2471,4.9496,5.6892,3.6269,0.3013,1.8442,5.2683,-1.5729,1.1913,1.3138,0.0081,4.3534,3.1132,0.3935,3.6849,1.7751,,
LBY,Libya,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0996,14.1883,14.7628,15.0142,14.3014,14.817,15.3356,13.9153,14.7226,14.9601,14.4972,15.1639,15.6442,14.7164,14.4279,15.0332,14.9658,13.2853,14.5434,14.3474,14.7431,14.4479,14.5022,14.1131,14.912,15.3723,14.1209,13.8462,14.5547,14.5304,15.1302,13.9301,14.2758,13.4709,,
LCA,St. Lucia,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8837,68.7848,67.5068,65.9392,66.2727,69.7122,66.8188,69.3917,73.4196,68.7885,67.7108,70.5477,67.4821,73.5237,73.0409,70.0554,68.7391,69.8322,70.2424,71.7508,73.213,69.2107,73.4555,72.8191,70.7181,69.7103,72.2662,70.0645,74.3811,70.2359,73.7291,72.6225,71.8124,72.878,,
LCA,St. Lucia,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2627,66.6949,67.569,67.5473,68.3678,68.101,67.4843,68.3046,70.7089,69.8461,70.0686,69.9227,70.3574,70.3049,71.3203,71.2294,70.4617,71.8517,69.9317,72.4798,71.2713,72.5719,71.943,73.151,73.8614,74.851,72.6657,74.9291,74.5037,74.2882,75.5066,74.96,75.9728,74.8549,,
LCA,St. Lucia,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1414,-1.9522,-1.8872,-2.0696,-2.3999,-2.0893,-2.0615,-2.0933,-2.025,-2.1226,-1.9647,-2.2054,-1.917,-1.8794,-2.175,-2.175,-2.0161,-2.2079,-2.1245,-1.9331,-1.9769,-1.8278,-2.0449,-2.1387,-2.0592,-2.0835,-2.0818,-2.0683,-2.1772,-2.0315,-2.2344,-2.1514,-2.0797,-2.3365,,
LCA,St. Lucia,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8075,47.4943,51.4984,48.4748,49.7267,51.0328,53.4713,50.2687,47.0401,51.3646,49.5062,49.8789,50.5309,46.276,49.5439,48.8395,51.2068,50.3847,46.7736,51.028,49.7283,46.6532,48.9777,50.3663,46.913,50.7204,46.3051,47.3072,46.9997,50.3995,47.5175,46.4298,48.7619,49.0058,,
LCA,St. Lucia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8096,1.4624,2.7771,0.5152,6.3278,5.0013,4.8482,4.1261,3.4401,-0.9701,3.724,2.4264,5.2992,4.1593,3.5167,-2.0698,1.9183,0.7461,2.7717,1.1019,1.4509,3.2884,1.0604,2.4448,-1.6577,0.0598,3.7809,-0.9347,5.2551,4.5768,1.4702,9.6376,5.2485,-0.2324,,
LCA,St. Lucia,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0456,15.7054,15.2841,15.1375,16.1699,15.3735,15.6215,15.212,15.2984,15.609,15.8666,14.3783,15.6809,15.2994,16.3737,17.1438,15.4928,14.8114,15.7309,15.5698,16.6581,16.5058,16.1052,15.3791,16.0114,15.805,15.7931,14.8934,16.2034,15.7264,15.6221,15.3724,15.2757,15.8311,,
LIE,Liechtenstein,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0344,41.2618,37.7246,35.8654,43.7766,38.5666,38.9884,42.8518,44.4416,37.8168,39.1204,39.4174,43.2024,44.761,39.4723,44.6123,40.5147,42.755,39.6899,42.1389,42.3105,42.0524,43.6027,40.9687,41.3653,44.1585,46.1168,43.5371,44.7401,45.3989,45.6938,42.2757,42.7787,43.1026,,
LIE,Liechtenstein,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8356,43.9493,44.1634,44.3357,43.2361,46.0933,45.1761,45.6212,43.8803,46.1664,45.5077,44.9845,45.5297,45.5308,45.7673,47.0912,46.9833,47.81,49.1335,47.9391,46.4968,48.3492,49.7474,48.974,50.5162,49.9051,48.3221,50.1304,50.5303,51.407,52.2484,51.7689,51.6451,52.0837,,
LIE,Liechtenstein,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1013,-1.2567,-1.0761,-1.0373,-1.2256,-0.9219,-0.9605,-1.2457,-0.9172,-1.1181,-1.1745,-0.9516,-1.0872,-0.8532,-1.1835,-1.2889,-1.1148,-0.9864,-1.1924,-1.2407,-1.0536,-1.2568,-1.0443,-1.122,-1.0218,-1.2472,-0.9253,-1.1031,-0.9895,-0.9659,-1.22,-0.9752,-1.2521,-1.2455,,
LIE,Liechtenstein,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.808,37.4498,38.8125,35.0667,35.6956,36.253,35.3637,34.1828,33.8779,35.4628,33.4617,33.3397,35.4924,34.6793,36.1478,34.0246,33.7101,35.1373,33.204,33.3548,33.3343,33.8674,36.7607,31.9568,35.8853,34.9687,36.1325,38.407,35.7692,34.9305,31.4933,31.6027,33.8423,30.6749,,
LIE,Liechtenstein,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9452,-2.9307,5.2872,1.6024,2.7231,0.5357,-2.3397,5.4934,5.7459,1.5279,4.0615,1.4294,3.1279,4.3045,3.7943,5.7591,3.7038,2.4768,0.5031,1.2104,4.4318,-1.3479,5.1711,1.7038,0.3601,-0.3402,4.0925,2.37,6.3785,-0.7511,0.9612,2.1761,0.527,2.4219,,
LIE,Liechtenstein,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.863,12.9455,13.4563,12.0515,12.8721,12.3798,12.9182,12.9189,12.2098,12.2527,12.9591,12.7149,12.5934,13.0322,13.0691,12.4384,12.2772,12.0723,12.72,11.9917,12.7529,13.3116,12.5265,12.4351,13.7022,13.4581,12.3209,12.7727,12.8676,12.8051,13.6106,12.7468,12.8218,13.0476,,
LKA,Sri Lanka,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8676,35.5115,34.8639,30.8203,33.1115,35.8766,34.8885,36.19,38.4621,32.4838,37.2636,34.477,37.1584,35.3553,39.8417,35.9979,34.6067,36.8775,36.8356,38.6139,37.3838,41.5879,36.5649,36.7385,35.88,37.4091,37.8499,38.1002,37.8221,36.6181,36.2244,37.3874,40.5708,41.1513,,
LKA,Sri Lanka,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0619,98.6202,99.5586,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,
LKA,Sri Lanka,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5745,0.5401,0.5314,0.4006,0.5122,0.4871,0.6576,0.5744,0.4955,0.7357,0.4966,0.5958,0.5088,0.7246,0.5393,0.5428,0.5121,0.5525,0.6728,0.6304,0.5322,0.733,0.6336,0.4763,0.3632,0.4791,0.5785,0.6005,0.692,0.3975,0.4762,0.3876,0.3682,0.4535,,
LKA,Sri Lanka,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7142,26.2414,23.5817,23.7104,22.1745,25.0858,23.5861,27.0988,25.139,24.1871,23.4026,22.0423,22.1525,23.1911,22.9959,22.4655,24.4499,24.5757,23.0363,26.547,20.9442,23.5715,23.0764,22.4982,22.1978,23.1538,22.746,22.4165,20.9762,20.4171,22.3315,22.0811,22.3087,22.3613,,
LKA,Sri Lanka,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3482,-0.573,-2.1758,3.7679,-2.0413,-0.9694,-1.8515,-1.8934,0.0196,-0.2976,-1.1906,-0.7507,-1.8415,0.9623,5.096,-2.2291,0.9429,0.0704,1.6296,1.7,0.4716,-0.1415,-1.1281,-1.9544,-0.2841,-3.2535,-1.5266,2.7252,0.2043,2.1897,3.6321,-0.4846,0.4763,-0.7966,,
LKA,Sri Lanka,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1923,5.1221,6.0202,5.7029,6.5219,6.0846,5.233,6.0188,5.4461,6.207,5.3554,5.0724,5.2007,5.2263,5.1785,5.3123,6.027,6.4966,4.9335,6.2304,5.3598,5.7725,4.7715,5.8606,4.5959,5.7556,5.7272,5.6941,5.2312,5.8734,5.7941,5.4936,5.9345,5.5508,,
LSO,Lesotho,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7342,24.5749,25.41,26.2761,24.4808,22.9589,26.1288,28.1054,26.4749,26.6629,26.0923,27.8049,26.1047,25.7188,28.9872,25.8655,28.8556,29.4385,28.5103,25.0281,27.7309,27.4226,26.9846,28.4121,29.815,27.5095,28.2339,28.2445,31.2044,28.5124,26.7078,26.1797,30.2021,28.1053,,
LSO,Lesotho,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9793,44.6293,45.5132,45.1298,46.792,47.2134,47.2152,46.3255,46.8477,47.8817,46.5941,48.0014,49.6578,48.5503,47.7535,48.7084,48.9397,51.4065,51.2768,50.779,50.1698,51.6548,50.0375,52.0555,52.1867,51.5732,52.8556,51.8365,51.4322,53.4767,52.8761,53.6757,54.901,53.1165,,
LSO,Lesotho,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5844,-1.3788,-1.4869,-1.6511,-1.6818,-1.6305,-1.6558,-1.5387,-1.5578,-1.5337,-1.6681,-1.5757,-1.8138,-1.5498,-1.4261,-1.7381,-1.5092,-1.6405,-1.4709,-1.5481,-1.5186,-1.5594,-1.4078,-1.5255,-1.6518,-1.5553,-1.6114,-1.5477,-1.6175,-1.6484,-1.5433,-1.5605,-1.4395,-1.617,,
LSO,Lesotho,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2618,28.6073,26.6334,29.6166,26.4022,27.3505,28.2096,30.989,26.9838,28.5317,29.3031,30.5792,29.4398,29.8339,29.4095,26.2194,28.4926,29.1461,26.3583,26.8434,26.4283,28.712,27.3692,26.9118,25.3906,27.132,26.3017,27.4381,25.2786,27.1799,26.1747,24.8791,24.6822,24.8276,,
LSO,Lesotho,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2358,0.5827,0.9547,1.0491,-1.6161,2.9262,-0.8254,1.4056,-0.1302,1.2192,-0.2556,1.2643,0.2617,2.3148,-1.7665,-4.1445,-2.1532,2.9525,-0.1062,0.5103,-2.3539,0.4441,-2.2769,-1.9093,-0.726,1.3929,1.6598,1.7278,-3.69,0.2635,-0.2118,-3.5503,0.3201,-0.3459,,
LSO,Lesotho,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5008,18.2856,17.9704,18.7079,17.1344,18.2129,17.3634,17.7889,18.5074,17.6079,17.5332,19.436,17.5654,19.0703,18.1589,17.9826,18.5284,18.9133,17.672,17.9899,18.6684,18.389,18.796,18.5026,19.1491,18.3343,18.3559,18.4059,18.1738,18.6691,18.3635,18.6391,18.7173,18.4592,,
LTU,Lithuania,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4221,9.548,10.618,13.5555,14.866,8.2878,11.183,12.5159,10.8602,11.1237,13.8685,16.2315,9.1551,13.0277,14.4453,15.2291,14.457,17.4915,14.1765,16.8927,13.126,14.6847,12.2933,16.6704,14.7778,15.8843,14.692,16.6416,16.4136,13.7794,14.0452,16.0132,17.5378,20.0945,,
LTU,Lithuania,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3356,70.1493,68.303,71.4536,70.5778,70.3036,70.4615,69.9575,70.4362,72.8716,70.802,71.0366,71.5315,71.3847,72.6055,73.7144,72.6048,72.2446,73.8267,73.7986,74.8954,73.9796,74.3851,74.7236,75.1644,75.0292,75.1495,74.3629,75.6409,76.9154,77.2734,76.4663,78.1328,77.3203,,
LTU,Lithuania,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6086,-0.6463,-0.3018,-0.4928,-0.5937,-0.7191,-0.4955,-0.3994,-0.5317,-0.5744,-0.5139,-0.2988,-0.6152,-0.525,-0.3027,-0.3887,-0.4265,-0.5258,-0.4444,-0.5126,-0.5511,-0.5776,-0.3539,-0.4553,-0.4103,-0.4298,-0.3951,-0.4786,-0.5058,-0.5458,-0.6177,-0.5827,-0.4919,-0.6404,,
LTU,Lithuania,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4288,89.9854,88.6785,87.5844,91.5895,85.6298,89.4856,87.775,89.0398,87.9456,84.8938,87.7654,88.0455,84.1742,90.2983,87.769,88.2302,85.3939,88.0981,88.6164,87.2825,86.8081,85.4018,86.3379,85.8141,87.3602,85.1474,87.1892,85.0037,85.7887,87.0262,84.9665,86.918,86.6917,,
LTU,Lithuania,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6732,2.9086,0.1986,2.7599,4.4878,-0.5991,1.6166,-1.5897,-2.5779,-0.4845,-3.4023,-2.3398,1.4828,-1.2799,1.7805,0.7527,4.6321,1.315,2.7897,1.0089,0.7827,2.916,1.6762,0.5293,0.5183,1.3497,-1.6743,-1.7803,3.5677,4.6652,-2.318,-1.6683,2.8605,1.338,,
LTU,Lithuania,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1018,10.2118,9.6432,9.9285,9.8896,9.3343,9.9211,10.3824,9.5965,9.8398,9.8669,9.6212,10.102,9.4235,10.4299,10.0766,9.2952,10.6126,9.8476,9.4021,10.3158,10.0109,8.8776,9.5007,9.9031,8.6838,9.8061,9.8425,9.1718,9.8989,9.7673,9.1679,10.2233,10.1825,,
LUX,Luxembourg,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.9782,82.3105,84.3102,82.6063,79.2958,84.2815,81.8311,82.8279,86.6734,83.6397,84.0611,85.227,85.3683,82.6692,84.537,84.8799,85.5017,85.6861,90.4325,83.0559,87.5178,88.0744,86.8432,84.707,89.487,81.9237,85.0911,88.951,86.0174,90.1006,84.034,84.9834,86.2944,88.3424,,
LUX,Luxembourg,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0803,91.1156,92.8943,93.2187,91.9265,91.1401,91.032,93.1994,93.7827,93.5584,93.7012,93.3643,94.7819,95.8505,92.9845,94.946,94.4817,94.3156,94.854,96.3117,96.5819,97.6762,96.765,95.6014,97.0674,96.3989,96.7925,98.4724,98.4133,98.978,98.472,99.6404,98.9272,100.0,,
LUX,Luxembourg,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6267,1.5605,1.6108,1.5832,1.7769,1.6148,1.5852,1.5567,1.6865,1.6703,1.5525,1.4467,1.4771,1.5633,1.7472,1.5553,1.5141,1.3741,1.767,1.6536,1.6809,1.7008,1.5656,1.5955,1.764,1.6069,1.6559,1.6898,1.6625,1.57,1.5813,1.6787,1.6785,1.7255,,
LUX,Luxembourg,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7484,27.7366,26.0924,25.81,27.7727,25.6605,26.4107,28.4303,28.1126,26.6544,25.6775,25.8567,27.2632,25.827,24.9643,27.5454,25.9141,24.6959,26.2002,26.8586,23.8102,24.9411,24.7917,25.7602,25.9498,24.0945,22.6026,26.3094,23.0018,25.0085,24.3238,24.6854,26.8386,28.8392,,
LUX,Luxembourg,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8146,2.7288,-0.1216,2.8886,2.6622,3.7934,0.9814,-1.9549,2.5881,0.564,-0.3156,-0.9216,2.7848,4.2774,-2.7194,1.8239,-0.662,-3.3992,0.6383,-1.8139,-3.6754,-1.6854,-2.3004,-1.3477,-3.0457,-0.7189,-1.5141,1.208,1.7528,0.9194,-0.3196,-0.3871,-1.8237,-1.7635,,
LUX,Luxembourg,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7187,13.4871,14.3266,14.2052,14.6665,13.6544,14.3732,14.5384,13.4146,13.8298,14.321,14.624,14.4582,14.6472,13.8272,13.5726,14.4092,13.7523,13.9343,14.8331,14.4615,14.0829,14.0179,14.6774,14.4729,13.7597,13.393,15.3078,13.7557,14.6308,15.1223,14.4407,14.0667,13.6539,,
LVA,Latvia,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4701,80.2535,82.552,79.0092,78.8386,81.495,78.8782,80.949,80.6337,79.8811,80.819,84.5264,82.3591,83.4851,79.6127,83.792,83.0281,78.9009,83.1297,81.1735,79.2585,82.7596,83.7282,83.1033,82.7318,82.4389,88.1833,81.0349,85.2959,83.7309,82.1411,83.9033,81.3642,83.1091,,
LVA,Latvia,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.152,70.1987,72.0947,71.1686,71.0282,71.5753,74.4304,71.3571,73.5385,72.8383,73.4095,74.4227,74.6334,73.895,73.6033,75.4373,75.6315,75.2116,76.0431,75.5829,75.528,76.4428,77.1048,77.187,77.5969,76.8311,78.9551,77.6657,78.0945,77.3847,78.5345,79.3654,79.7996,80.6891,,
LVA,Latvia,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4205,0.3913,0.3045,0.2787,0.4745,0.4722,0.2288,0.4448,0.4361,0.2244,0.4229,0.2321,0.0665,0.3389,0.389,0.3443,0.7021,0.4035,0.3757,0.4096,0.3051,0.4696,0.4014,0.3959,0.2832,0.1703,0.2979,0.392,0.3047,0.3931,0.3302,0.4097,0.2408,0.3812,,
LVA,Latvia,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8368,26.4108,28.3905,30.8627,26.2904,28.5773,29.5146,31.6883,27.4188,27.1302,26.2482,29.629,26.5371,27.2023,24.9048,28.9242,29.2556,28.7069,24.9502,28.1889,24.6892,27.2053,27.3458,27.4235,27.6802,26.7862,23.7746,27.4409,26.7046,25.1243,24.0441,28.6283,28.0852,27.2172,,
LVA,Latvia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.272,-3.3298,4.8744,3.8794,2.0261,5.7747,5.0827,3.403,3.0504,3.0901,4.6626,0.819,4.0277,0.6612,6.3041,4.293,1.2421,3.1642,0.8283,6.723,7.0199,4.7033,6.8544,3.3422,4.8715,6.0245,2.9484,3.1405,5.2969,4.579,1.0741,-2.5044,2.5239,-2.2796,,
LVA,Latvia,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6842,5.7426,5.8954,6.59,6.6986,6.4341,6.496,6.5078,4.9313,6.1848,5.2815,6.4343,5.1332,6.0895,6.4536,5.6209,6.6606,6.4331,6.3702,6.5287,6.0001,6.2557,6.1848,6.1735,5.8437,5.5585,6.0113,5.9838,5.8114,6.6058,5.5936,6.094,6.7629,6.6343,,
MAR,Morocco,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3269,29.8628,32.7629,29.2184,30.9426,31.2808,30.6427,31.2207,31.1076,30.2796,34.1072,32.1794,33.0972,33.1719,33.1038,33.3299,32.6835,36.2811,35.1158,33.7811,33.0002,33.8067,35.0296,37.3442,31.7482,35.9639,37.0478,31.9709,34.732,33.1153,36.2554,34.8276,35.4341,35.0222,,
MAR,Morocco,EG.ELC.ACCS.ZS,Access to electricity (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2295,63.0866,63.3381,63.5319,64.1114,63.6938,65.514,63.4155,63.2726,63.4564,63.4897,65.9419,66.0945,66.8696,65.3081,66.9997,66.6988,67.0366,67.6539,66.7983,69.7232,68.9689,67.728,67.5308,68.583,69.0492,70.0059,68.4684,69.8818,68.6802,70.5025,70.3174,72.2027,69.6666,,
MAR,Morocco,CC.EST,Control of Corruption: Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2025,-0.1664,-0.1212,-0.1632,0.0681,-0.1028,-0.1237,0.0624,0.0923,0.0428,0.0186,0.2575,0.0556,0.1347,0.0552,-0.0937,0.104,-0.0406,0.0271,0.0747,-0.1949,-0.1551,0.1472,-0.0416,-0.0359,0.058,-0.0082,0.0882,0.0319,0.0619,-0.0462,0.0613,0.1707,-0.0301,,
MAR,Morocco,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9778,25.4475,26.5465,25.558,25.2347,25.7294,26.9452,25.399,25.6826,24.3321,27.1612,25.6853,24.7614,24.3808,25.9517,23.4955,21.6505,24.3534,25.9498,26.4718,23.8439,23.9902,24.6241,23.3683,24.4594,23.4767,25.0419,24.5293,24.5802,22.9769,26.0937,23.8507,23.4158,21.8234,,
